name,n,constructive method, constructive distance, constructive calc time, local search method, localsearch distance, localsearch time, alpha, random seed
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1941955.00,0.024388,None,0.00,0.000001,18,35
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),2192428.00,0.023757,None,0.00,0.000002,20,35
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1174528.00,0.021881,None,0.00,0.000002,10,36
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1408522.00,0.018534,None,0.00,0.000001,12,36
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1551801.00,0.019543,None,0.00,0.000002,14,36
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1734851.00,0.018663,None,0.00,0.000001,16,36
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1912324.00,0.017951,None,0.00,0.000001,18,36
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),2133003.00,0.019062,None,0.00,0.000002,20,36
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1154229.00,0.019287,None,0.00,0.000002,10,37
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1387250.00,0.017317,None,0.00,0.000001,12,37
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1566398.00,0.018663,None,0.00,0.000001,14,37
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1696066.00,0.017975,None,0.00,0.000002,16,37
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1913230.00,0.017930,None,0.00,0.000001,18,37
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),2108446.00,0.017543,None,0.00,0.000001,20,37
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1182308.00,0.018270,None,0.00,0.000002,10,38
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1336955.00,0.017800,None,0.00,0.000001,12,38
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1602205.00,0.018721,None,0.00,0.000001,14,38
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1766027.00,0.017750,None,0.00,0.000001,16,38
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1952522.00,0.018172,None,0.00,0.000001,18,38
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),2192439.00,0.019671,None,0.00,0.000002,20,38
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1206967.00,0.018532,None,0.00,0.000002,10,39
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1363192.00,0.019056,None,0.00,0.000002,12,39
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1608135.00,0.017723,None,0.00,0.000003,14,39
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1745947.00,0.017805,None,0.00,0.000002,16,39
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1952261.00,0.019017,None,0.00,0.000002,18,39
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),2134505.00,0.017707,None,0.00,0.000001,20,39
instances/medium/vm1084.tsp,1084,Random Nearest Neighbor (RNN),1133421.00,0.018580,None,0.00,0.000001,10,40
